car_number,lap_number,lap_time,track_name
002,20,117.02768031687067,Barber Motorsports Park
002,21,119.83148651161457,Barber Motorsports Park
002,22,120.67487415467235,Barber Motorsports Park
002,23,123.18819665342852,Barber Motorsports Park
002,24,122.457011584682,Barber Motorsports Park
002,25,126.40238867207023,Barber Motorsports Park
003,1,84.3893280049676,Barber Motorsports Park
003,2,87.61920464701599,Barber Motorsports Park
003,3,89.17986039194098,Barber Motorsports Park
003,4,88.68372521009064,Barber Motorsports Park
003,5,90.7273516588292,Barber Motorsports Park
003,6,95.15809500156621,Barber Motorsports Park
003,7,95.26030745165966,Barber Motorsports Park
003,8,95.70027523399995,Barber Motorsports Park
003,9,98.21309301146186,Barber Motorsports Park
003,10,100.01746400166975,Barber Motorsports Park
003,11,101.67458955962792,Barber Motorsports Park
003,12,104.99165685418517,Barber Motorsports Park
003,13,107.15935436799046,Barber Motorsports Park
003,14,106.3283417592785,Barber Motorsports Park
003,15,108.60710505406647,Barber Motorsports Park
003,16,110.56097481736568,Barber Motorsports Park
003,17,110.86690759757083,Barber Motorsports Park
003,18,113.49581029470278,Barber Motorsports Park
003,19,116.02199789873322,Barber Motorsports Park
003,20,117.88274639616637,Barber Motorsports Park
003,21,120.68303105528406,Barber Motorsports Park
003,22,120.9365934209608,Barber Motorsports Park
003,23,120.93629839501105,Barber Motorsports Park
003,24,123.25891505196192,Barber Motorsports Park
003,25,126.84235066290383,Barber Motorsports Park
004,1,86.4019782813213,Barber Motorsports Park
004,2,87.11373072856725,Barber Motorsports Park
004,3,89.88802641421636,Barber Motorsports Park
004,4,89.2657889856837,Barber Motorsports Park
004,5,90.80400777200047,Barber Motorsports Park
004,6,94.49233060534867,Barber Motorsports Park
004,7,95.30152110884559,Barber Motorsports Park
004,8,97.52369231220922,Barber Motorsports Park
004,9,97.84865946759598,Barber Motorsports Park
004,10,102.06824827749233,Barber Motorsports Park
004,11,100.53716651945231,Barber Motorsports Park
004,12,105.46486433125575,Barber Motorsports Park
004,13,106.45479297876449,Barber Motorsports Park
004,14,106.4301080881764,Barber Motorsports Park
004,15,108.35332259936312,Barber Motorsports Park
004,16,108.51321890983378,Barber Motorsports Park
004,17,112.73536717355933,Barber Motorsports Park
004,18,115.32977988254383,Barber Motorsports Park
004,19,116.58725928265724,Barber Motorsports Park
004,20,119.2654038739122,Barber Motorsports Park
004,21,117.86861089278814,Barber Motorsports Park
004,22,121.98693064146585,Barber Motorsports Park
004,23,121.7869415523352,Barber Motorsports Park
004,24,122.5569149161698,Barber Motorsports Park
004,25,127.67205385031352,Barber Motorsports Park
005,1,85.29905769983516,Barber Motorsports Park
005,2,85.1432274150259,Barber Motorsports Park
005,3,88.84940982118259,Barber Motorsports Park
005,4,91.83816675943123,Barber Motorsports Park
005,5,93.6308104861774,Barber Motorsports Park
005,6,92.85418608681212,Barber Motorsports Park
005,7,95.65338627157145,Barber Motorsports Park
005,8,95.58112170119449,Barber Motorsports Park
005,9,97.99117502414009,Barber Motorsports Park
005,10,101.92379007256136,Barber Motorsports Park
005,11,101.88361290191065,Barber Motorsports Park
005,12,102.55731744746444,Barber Motorsports Park
005,13,103.6061631300293,Barber Motorsports Park
005,14,106.00362076869835,Barber Motorsports Park
005,15,109.80655670310226,Barber Motorsports Park
005,16,109.39013535732613,Barber Motorsports Park
005,17,110.08368226679436,Barber Motorsports Park
005,18,112.3468501352468,Barber Motorsports Park
005,19,117.34359198992642,Barber Motorsports Park
005,20,118.19542968322932,Barber Motorsports Park
005,21,118.86830310991702,Barber Motorsports Park
005,22,122.66698152498053,Barber Motorsports Park
005,23,121.42986003596707,Barber Motorsports Park
005,24,121.71128655765867,Barber Motorsports Park
005,25,128.13645124776565,Barber Motorsports Park
