Car,car_number,lap,Lap,IM1a,IM1,IM2a,IM2,IM3a,FL
002,002,9,9,14.543283163797048,17.694645697252177,15.611320052949239,18.45651718674988,16.42326617808704,14.53133144721533
002,002,10,10,14.868826875934701,17.852708334987014,15.946876854368767,19.023236335452534,16.873655048653497,14.923545368262905
002,002,11,11,15.24862849955043,18.158897815355115,16.13332921431251,19.338337966475834,17.13222268386035,15.166039975611874
002,002,12,12,15.152347590365064,18.29129416564024,16.275265817071727,19.38854438166624,17.262149714106446,15.393344721898684
002,002,13,13,16.09385243445631,19.151948964207676,16.95427654847467,20.159741461218918,17.828669882015,15.829155149796994
002,002,14,14,15.788075248101523,19.036369373362128,16.95158158899692,20.069304236146685,17.87997846633932,15.860578825933288
002,002,15,15,16.399994392495874,19.392297033985695,17.505509154196098,20.654508599889493,18.581578751824154,16.26697794491329
002,002,16,16,16.33961844371337,19.69878020884688,17.515950135113826,20.71320427139606,18.639185208937487,16.34282680431572
002,002,17,17,16.81101665280244,20.379829612457563,18.008237819243096,21.361623544942322,19.178241006582194,16.867300995806414
002,002,18,18,17.06855717299012,20.551146038928223,18.27423151214679,21.54227341543734,19.48149438630707,17.03118013426835
002,002,19,19,17.561517862154812,21.082196535588768,18.723091585694103,22.18856160368711,20.08276791967857,17.531466892517074
002,002,20,20,17.496714150968916,21.20242902250614,18.827571224141366,22.162050138809956,20.02157986382365,17.669291512738646
002,002,21,21,18.169777616347357,21.603638155752346,19.23024755474889,22.935242786159446,20.381582426406023,18.080435337988657
002,002,22,22,17.982940854499503,21.503624211483583,19.466082555728278,22.897879746616084,20.442964012313922,18.04889010944289
002,002,23,23,18.475515551341605,22.07415179510099,19.510363607893176,23.160230971836707,20.869979582640482,18.239514672067752
002,002,24,24,18.91468551247122,22.63900316302271,19.972196149039203,23.895936518087115,21.34789622546879,18.89805248682092
002,002,25,25,18.651484086276064,22.4417296193556,20.021701153930298,23.648258365984617,21.25614687636477,18.689897674665463
003,003,1,1,12.702776774147175,15.320936387969985,13.472108843366675,16.055730404902604,14.361377931268114,12.835520748541926
003,003,2,2,13.136640385942254,15.865545841991723,14.089497490506531,16.654828291986682,14.799930412092184,13.306476729959423
003,003,3,3,13.129201584106386,15.961993087668834,13.875589965639584,16.701027996913254,15.026537892763463,13.23078299432541
003,003,4,4,13.703816141987488,16.607692017271805,14.41646935479953,17.35565203990785,15.547662007539872,13.728184455793295
003,003,5,5,13.691923693973033,16.501508728137367,14.765229956629565,17.356957628214612,15.563492593555882,13.844937055996208
003,003,6,6,14.268886298654088,17.310319775760526,14.800412399203656,18.05128907667657,16.312147369896746,14.33114955813494
003,003,7,7,14.1696966116846,16.890957392529376,15.161164582674257,17.83452645834838,16.027410412444706,13.99683570847335
003,003,8,8,14.697465998090202,17.584643534744,15.898363708421432,18.594175724267153,16.722456870343734,14.887174037175562
003,003,9,9,14.917562496078002,18.17780098863668,16.25528593517346,18.91003591168197,17.05393304439562,14.961076788792683
003,003,10,10,15.183164229368971,18.096781598867384,16.188536694039367,19.109121963990535,16.945136007540068,15.074364146139457
003,003,11,11,15.22635234175689,18.270107134887926,16.220410620879807,19.209226873796542,17.009583735693223,15.217492018899112
003,003,12,12,15.411205601706193,18.37148065435038,16.61755538788443,19.57885488663069,17.57303654921104,15.374551324472902
003,003,13,13,15.593999643261553,18.656074823533235,16.504782971622454,19.63423626625797,17.473798943039235,15.60638222032352
003,003,14,14,15.639678442172618,18.76775633152617,16.76146020923579,19.91276052330448,17.706034321921436,15.780087437107321
003,003,15,15,16.0827797087495,19.497142471810797,17.290784001240876,20.254670163937146,18.21384605844717,16.03050279733247
003,003,16,16,16.454003279859467,19.922095537404275,17.65501074743815,21.02161126338747,18.792547926473574,16.364266539002966
003,003,17,17,16.796553285026867,19.946876701733306,17.92762029545065,21.260551148114505,19.047337437300268,16.659675303213934
003,003,18,18,17.165227082489118,20.733822865568445,18.246180947228794,21.798229275112256,19.428903411164494,17.30071809164877
003,003,19,19,17.30396105089111,20.79414193637976,18.49099985456915,22.08911528450046,19.81784202598536,17.28833477535967
003,003,20,20,17.73597770406814,21.14388108767837,18.80993211588969,22.659062978502703,19.980933634740524,17.535500873188457
003,003,21,21,17.400077730750017,21.183907674679723,18.594673710063272,22.19568821072537,19.961028283512327,17.395601907075363
003,003,22,22,18.181534549415826,21.95724672216203,19.520305469550998,23.378175464997515,20.81040617474139,18.39021272466633
003,003,23,23,18.41766327368445,22.248068611083408,19.86018469383438,23.424842285419242,20.905338594727333,18.6015165139296
003,003,24,24,18.728656350922456,22.43146962571996,19.948045169274053,23.645988418820053,21.089997981337813,18.554915554864728
003,003,25,25,18.62400094435271,22.43626192221346,19.75096508348037,23.45541083065821,21.006429729808275,18.591204800843144
004,004,1,1,12.947137172157731,15.593088450019847,13.777468016847482,16.19311628925375,14.64784471586657,12.898971163140839
004,004,2,2,12.916336830763104,15.371440440054071,13.816668818582578,16.53323594341954,14.739520610008842,12.969321509219245
004,004,3,3,13.344209753350507,16.15210930952841,14.198863543732115,17.07367266357869,15.111234280439714,13.443207526941146
004,004,4,4,13.606285674922646,16.3094780723735,14.577219353136968,17.165557501492255,15.104150963590742,13.5393173696218
004,004,5,5,13.562805444608626,16.351089213593607,14.63493176725277,17.242246588128157,15.343911929772853,13.742301788786392
004,004,6,6,14.349695399787356,17.007848381137666,15.137935059522304,17.89114646322309,15.988223474157257,14.149166727950147
004,004,7,7,14.709991563776024,17.362137294486217,15.565184344798816,18.41371502056537,16.317132065569965,14.567467533654515
004,004,8,8,14.187054610227237,17.085122213686496,15.262562831785482,18.000665376149566,16.41466125615892,14.465353890841586
004,004,9,9,14.669919157169335,17.582787261787704,15.50868903893256,18.4215744314829,16.629045378855416,14.543173718505447
004,004,10,10,15.006714729772515,18.003244335291136,16.03317374702178,19.188412267414193,17.0731465686584,15.016320863524106
004,004,11,11,15.001201622213813,18.121299360341187,16.258502943615543,19.038540295745893,17.12686542795443,14.834698168546367
004,004,12,12,15.791121610322941,18.84677902108732,16.98564107030237,20.14968199411692,17.90948916994622,15.647931276232883
004,004,13,13,15.875461154805537,19.08729711478071,16.93198690004472,20.19677952743586,18.0090218463744,15.826487885318194
004,004,14,14,15.994349553526368,19.00038151421644,17.078912571745043,20.038132879134196,17.978117332837144,15.982774515507305
004,004,15,15,16.07529868741964,19.097582708749105,17.08924483831813,20.206968157532653,18.20579482893642,16.13692924953548
004,004,16,16,16.637392448276604,19.71145713944683,17.55708703681807,20.842999722541652,18.78925311645092,16.536895774220785
004,004,17,17,17.226926278647493,20.597434169447734,18.351922845360754,21.869900467588977,19.556164527271985,17.147265832771343
004,004,18,18,17.149456869990974,20.513744412866952,18.342849320082433,21.895588509091077,19.616904795882416,17.2243081009767
004,004,19,19,17.487661854725985,21.099242646733693,18.723801797780215,22.122424908478468,19.837691942576082,17.320547742856185
004,004,20,20,17.96722435398618,21.315229066686435,19.09115274626078,22.571044346791883,20.278770358332235,17.807027185032872
004,004,21,21,18.05233199270303,21.560485522488964,19.38207022761412,22.954175397534996,20.63406988281481,17.972381633816624
004,004,22,22,18.288727758632767,21.898912339722532,19.83074260631113,23.329034210861554,20.729060409556922,18.445370911846226
004,004,23,23,18.90468584302698,22.221355629674623,19.91278018618325,23.629754301355398,21.20372172594966,18.579073463780844
004,004,24,24,19.04920998684803,22.73398287851532,20.303871507388383,24.214707062380057,21.52939367215403,18.98889329053861
004,004,25,25,18.701717045721576,22.487575633084386,19.984605696284135,23.688851557980815,21.28468090856265,18.810471920551684
005,005,1,1,12.610765957907576,15.145122904055018,13.628055167603693,16.03900098458143,14.328044375143811,12.735268520631234
005,005,2,2,12.95224802148833,15.409243321383796,13.750905821537263,16.29915026552404,14.643060463168558,12.918439412380174
005,005,3,3,13.351212660638362,16.319866507326772,14.424214540254779,17.002809002062,15.421343417927666,13.572185572634453
005,005,4,4,13.371297335548883,15.907087909145574,14.280921337154,16.798221706437005,15.074597411456418,13.410790340434191
005,005,5,5,13.929180614646441,16.44176190229627,14.469729395792152,17.59733666627637,15.571840616122905,13.547921328195175
005,005,6,6,13.9608067279921,16.7096363055194,14.96614189529734,17.7089455862078,15.723929507224993,13.920021862147985
005,005,7,7,14.503152249560662,17.140939854411553,15.472067322889627,18.444581203588747,16.323772061300392,14.467795170700164
005,005,8,8,14.354005143542265,17.23550234005807,15.428560755904522,18.19051332528391,16.301488368172222,14.454307945819162
005,005,9,9,14.847140211737404,18.087147521013147,16.036153583528982,18.963437238601408,16.913432972354638,15.010188032413577
005,005,10,10,14.79097302080156,17.787858570226565,15.959180153436108,18.982607118328332,16.84334577236351,14.949701582169464
005,005,11,11,15.35871728145462,18.337029160883862,16.108606428088244,19.218890654274986,17.083379218130762,15.324239538229369
005,005,12,12,15.532272005126805,18.558465566062726,16.539970108703486,19.58493847597666,17.68611326263209,15.611083082563725
005,005,13,13,15.644287969412337,18.653156856918436,16.6550077458005,19.627526399532425,17.825193693903326,15.514517650543192
005,005,14,14,16.423752479712675,19.301407714576243,17.344149955643612,20.68133329894821,18.355173740607942,16.191461505733063
005,005,15,15,16.574853877670332,19.947504846623858,17.716573575481906,20.995078338028634,18.667533856191366,16.592152776622914
005,005,16,16,16.398644929355854,19.836392787032096,17.805536461044003,20.99420049082934,18.72819290482243,16.446370210016273
005,005,17,17,16.70817917841452,20.027003488355735,17.779298717242906,21.14465663892384,18.926258830452067,16.659775054116846
005,005,18,18,17.539468159449726,20.85343516202252,18.374430031174185,22.050835225507594,19.79822313762662,17.315922835806923
005,005,19,19,17.616172341917927,21.091311327206657,18.726714370825274,22.26156934652995,19.89010702968585,17.564161576494413
005,005,20,20,17.371089343414432,20.916964494571783,18.57152799148509,22.02228585328535,19.664160316958817,17.32865782882236
005,005,21,21,17.589432882344706,21.09581876066935,18.865077630849118,22.50722419403892,20.03146794662597,17.704702507813067
005,005,22,22,17.913459449258802,21.228324064390126,19.020026133964432,22.55008179891666,20.173344485769718,17.862233776512298
005,005,23,23,17.921630951121806,21.869858272742945,19.371954049795484,22.973323702613747,20.484919309172305,18.3657576225316
005,005,24,24,18.452554490834064,22.18600535982602,19.47188552284536,23.3298937401775,21.067450748198176,18.617542669600663
005,005,25,25,19.124848021769377,22.970928023077192,20.156728029515026,24.18883545285728,21.478671746183192,18.997602809250786
