Car,car_number,lap,Lap,IM1a,IM1,IM2a,IM2,IM3a,FL
002,002,24,24,25.32206185680092,30.365668925375168,27.097663395506988,32.03016639793637,28.682560143890925,25.29252404722628
002,002,25,25,25.59814195407677,30.785581304640626,27.42283919656645,32.50455467508988,29.097316049877794,25.706553393117456
003,003,1,1,17.305914031781608,20.95945159975762,18.677722738567297,22.057751286958037,19.761178246417426,17.231210564665062
003,003,2,2,17.62488475647561,21.2841777939322,18.923276900639276,22.415293396983465,20.39389909948786,17.874864181446274
003,003,3,3,18.0502595647946,21.654462828945324,19.345222153652443,22.957523438596553,20.516185072572583,18.273925247582824
003,003,4,4,18.060811158175888,21.533733316297166,19.076240102018573,22.632077295112556,20.278733639739638,17.93725235154541
003,003,5,5,18.60048134468434,22.033613349044188,19.545017251529924,23.33217831314716,20.97445463593747,18.626966174933273
003,003,6,6,19.144114861128124,23.106126393761933,20.359204289963824,24.390140819187245,21.869072956759517,19.465566340549305
003,003,7,7,19.06216105002705,22.69233015210596,20.296900509600327,24.131014440658085,21.3298814673296,19.073316845615324
003,003,8,8,19.558587343598308,23.537980805903747,20.994150286880505,24.98015928412655,22.35596577264937,19.46180968208179
003,003,9,9,19.98139172380492,23.994475668424524,21.272812851243927,25.07124855838663,22.503058240409004,20.149767639876455
003,003,10,10,20.379827454551005,24.50289159431888,21.807828123203407,25.97952683506093,23.062807040960173,20.37271373072424
003,003,11,11,20.70469776967202,24.876945056795645,22.235037883330286,26.37646311342476,23.44463702089147,20.698333178188687
003,003,12,12,20.983949196861364,25.171052342617454,22.420783827705808,26.641532232570956,23.82972773847226,21.002046614828615
003,003,13,13,21.29392530978367,25.21803483181459,22.470143759077704,26.90396757937411,24.098613935279186,21.13034902303146
003,003,14,14,21.832269399298845,26.26100962018726,23.20548777664565,27.83858907431079,24.923729626754866,21.747835637655783
003,003,15,15,22.262851018694406,26.790280943339585,23.834323979884495,28.24907515500345,25.49480231585559,22.28251530765795
003,003,16,16,22.434045264567857,27.046331944443594,23.914755621357305,28.291888450360123,25.41058026493323,22.304213078987644
003,003,17,17,22.322353126873455,26.873024381826315,23.855725885444755,28.329378450885592,25.351658835633206,22.37954965316278
003,003,18,18,22.836895865161186,27.41869615393115,24.008466359276593,28.841366869854177,25.88577704224122,22.677908070450503
003,003,19,19,23.446134137610795,28.40130253957063,24.955854454824987,30.00258861671153,26.837903625984556,23.447719685477352
003,003,20,20,24.228493774641755,28.86724727684689,25.7437363329788,30.447880157522665,27.405991127016094,24.156113868402496
003,003,21,21,23.887423016311075,28.701853754211903,25.512587011474817,30.091319793805198,26.826680124370014,23.962981086426037
003,003,22,22,24.562962937581688,29.49992974478919,26.130764673392985,31.18024360059844,27.860375193937227,24.572057709084586
003,003,23,23,25.042911426295593,30.066448544092133,26.59612328810565,31.802553618859488,28.44010090953497,24.913669353320227
003,003,24,24,25.150709290370227,30.372835063903928,26.77001139812661,31.844887415051712,28.73052105175554,25.23541379997581
003,003,25,25,25.119742897588708,30.20968228493145,26.75136352320391,32.10361528444,28.447458921219525,25.256033150944322
004,004,1,1,17.651760712212287,21.181124465306,18.779083619136497,22.031138637275184,20.013680449786843,17.56525534782149
004,004,2,2,17.560126608270192,21.310596693837553,18.907200903489304,22.277419000439487,20.046668486217396,17.622575140030392
004,004,3,3,17.854834967318585,21.611832038306197,19.282602262929068,22.706852006090024,20.430710992683252,17.78616769920611
004,004,4,4,18.391254507482564,21.74075588041069,19.47527817237568,23.189946199791343,20.755292278307934,18.397399465133848
004,004,5,5,18.310355951305,21.893188767237028,19.68642068287372,23.15156090694797,20.84479628980483,18.254442424571277
004,004,6,6,19.289980625562787,23.205267677752424,20.706740529214777,24.35461399942422,21.788135705140053,19.205455592229917
004,004,7,7,19.381983134059617,23.675435930022854,21.091318235990148,25.076120376526223,22.261603226345215,19.667401771865773
004,004,8,8,19.15242429383875,23.307719850460387,20.60628186232052,24.267031094669395,22.00049023130497,19.364386113774714
004,004,9,9,19.93761163295861,23.804500066748997,21.026119911218615,25.10269481975459,22.183910281390887,19.683757087224606
004,004,10,10,20.058047387610078,23.99052427779138,21.48899186605875,25.3977558825148,22.72215030711604,20.079498404457006
004,004,11,11,21.044882469892194,25.222605401452753,22.378287658278612,26.651813448877085,23.92717042637722,21.27310502922774
004,004,12,12,20.7343505764417,24.895940852789295,22.246343773572555,26.44101408611985,23.563795940339276,20.79531501209305
004,004,13,13,21.655553475058646,25.97696439618255,23.20632043469659,27.190550501483493,24.393141809151757,21.605377858095984
004,004,14,14,21.5079450106124,25.846686177546147,22.95832285508009,27.396819591685695,24.557400283424293,21.66899507583552
004,004,15,15,21.976649652255468,26.437736027070496,23.612888325623782,27.932618711483627,24.91787849736447,22.134311521410545
004,004,16,16,22.850325669155,27.200593485039505,24.32934139235,28.79832051540951,25.778805408655252,22.75475064088558
004,004,17,17,22.80929605823849,27.25828905441192,24.29442638260105,29.13963327667259,25.874561037473075,22.86278454662985
004,004,18,18,23.211784164201646,27.93876464647323,24.974252821068745,29.54683079547764,26.314640025828112,23.35589967142301
004,004,19,19,23.381298421662528,27.95125215568608,25.01489738000683,29.658295674231784,26.564164470564247,23.50107680098232
004,004,20,20,23.852639925798805,28.469157608602426,25.535708132472504,30.224409982080132,27.073831435701102,23.94184627936393
004,004,21,21,24.02255314450167,28.638521186614042,25.493039531048634,30.291935659340815,27.231018329014372,24.223162597743375
004,004,22,22,24.3606872005951,29.298263724354943,25.954086334506506,31.020830291385018,27.617150794947957,24.34755620016384
004,004,23,23,25.34018987510809,30.390407927109692,27.06132371255757,31.61087267357399,28.67770177438339,25.369999842027557
004,004,24,24,25.437789577616694,30.55233057168069,26.88341667649551,31.883389612359636,28.87800170553478,25.29442621317428
004,004,25,25,25.85379632809766,30.98332428329457,27.59323229896434,32.55162135969299,29.207063488839776,25.668292522056362
005,005,1,1,17.317191919593277,20.640590954747896,18.30376979060815,21.756726132287135,19.39354259463388,17.097929025623653
005,005,2,2,17.7368426510351,21.41735525454892,19.116631939503105,22.513465381328867,20.24530729527394,17.80676187167704
005,005,3,3,18.249614378466912,21.92422339187925,19.38107042580989,23.133933797081173,20.608497684869207,18.047250502825353
005,005,4,4,18.470848739597237,22.200286710932964,19.71658989763823,23.521229680836193,20.979472984389332,18.341537472809243
005,005,5,5,18.65239969208827,22.26932353320187,19.953405873659374,23.43662390394211,21.00074834460353,18.582807132068474
005,005,6,6,19.119636121034855,23.008487557945365,20.46846574353337,24.227464709207275,21.658343900460064,19.226158727101932
005,005,7,7,18.971403538385847,22.685576455672372,20.226055395744915,24.006960712809676,21.461044418589033,18.95525799640385
005,005,8,8,19.615587098711956,23.492410234353017,21.031488832677045,24.858488064842298,22.110816635210817,19.661328097687885
005,005,9,9,20.372800595110153,24.3377456043025,21.531313731027073,25.44848504310929,23.09277244165893,20.524209126273657
005,005,10,10,19.93258234505429,23.81849782794122,21.246472693137296,25.349443436848873,22.72384001870052,19.91480113858381
005,005,11,11,20.97257258881483,25.342812633946977,22.550766729914653,26.641583806481567,23.87475463515593,20.921775868179868
005,005,12,12,21.219448882332596,25.62153925025158,22.738571454581788,27.23317397958955,24.409807049614265,21.155317407937964
005,005,13,13,21.335329279330402,25.602801086669647,23.110083074785155,26.997181372214463,24.322539234683646,21.456538871000525
005,005,14,14,22.264069199057182,26.686400872475335,23.55544170948134,28.006739340582527,25.020397336800183,21.999405432223536
005,005,15,15,22.19854087779811,26.5505398112531,23.503346739932148,28.005392215064546,24.979086595009978,22.140563465384716
005,005,16,16,22.944807964099574,27.532377332428712,24.184070770071582,28.77754379530778,25.628549369895904,22.88134841156089
005,005,17,17,22.698137636178554,27.249609431164355,24.160576882131497,28.63393594720488,25.6266777544645,22.73003175841114
005,005,18,18,23.23347093882186,28.219459657782895,25.116176529225648,29.663840864838576,26.606100176012475,23.4296903432485
005,005,19,19,23.810819346969783,28.4903335984302,25.27265684304575,30.11803551875382,27.015672401597506,23.79200113956598
005,005,20,20,23.622821798693142,28.34320605948045,25.442882132156715,29.983216486543533,26.913343271603217,23.739147690651073
005,005,21,21,24.26322652319225,29.25030802644614,25.772069792364476,30.894734449949507,27.510418936581736,24.268205885891682
005,005,22,22,24.406209511349527,29.128361495633158,26.029920153859468,30.836890022142313,27.62996168550492,24.49415940920725
005,005,23,23,25.237165451735816,30.355047711874608,27.02383747226908,32.04542760492468,28.526170988906458,25.268231024962763
005,005,24,24,25.744856423016596,30.715155942523456,27.18187351572634,32.28525217986809,28.864994876640928,25.645213708794667
005,005,25,25,25.755683190302307,30.995522989909112,27.362302981641506,32.7559113320631,29.30711592405603,25.839405779860307
